ticker,name,primary_exchange,latest_close,latest_close_date,average_daily_volume,average_daily_dollar_volume,price_bucket,adv_dollar_bucket,recent_gap_frequency_proxy,recent_range_expansion_proxy,overnight_planning_suitability_score,include_in_working_universe,exclusion_reason
PSTG,"Everpure, Inc.",XNYS,65.15,2026-03-24,3510908,240608220,price_40_80,adv_100m_plus,0.7097,0.048819,0.761,True,
ALK,"Alaska Air Group, Inc.",XNYS,38.48,2026-03-24,3852385,184671614,price_20_40,adv_100m_plus,0.7742,0.046391,0.7603,True,
DAVE,Dave Inc. Class A Common Stock,XNAS,206.4,2026-03-24,542339,107346183,price_200_500,adv_100m_plus,0.6935,0.064816,0.759,True,
OWL,Blue Owl Capital Inc.,XNYS,8.96,2026-03-24,27402157,315582811,price_5_10,adv_100m_plus,0.6935,0.04694,0.759,True,
OSS,"One Stop Systems, Inc. Common Stock",XNAS,9.04,2026-03-24,2245267,22039458,price_5_10,adv_20m_50m,0.8065,0.101152,0.7586,True,
PPTA,Perpetua Resources Corp. Common Shares,XNAS,25.18,2026-03-24,1894712,56799843,price_20_40,adv_50m_100m,0.7903,0.067389,0.7584,True,
CEG,Constellation Energy Corporation Common Stock,XNAS,294.85,2026-03-24,3527673,1069197513,price_200_500,adv_100m_plus,0.6613,0.042338,0.7583,True,
PAVM,PAVmed Inc. Common Stock,XNAS,9.2,2026-03-24,992153,11691477,price_5_10,adv_5m_20m,0.871,0.13211,0.7581,True,
TGB,Taseko Mines Limited,XASE,5.96,2026-03-24,7383060,53446465,price_5_10,adv_50m_100m,0.8871,0.057503,0.7575,True,
UGRO,"urban-gro, Inc. Common Stock",XNAS,7.02,2026-03-24,3121265,19307188,price_5_10,adv_5m_20m,0.7581,0.139226,0.7568,True,
VIAV,Viavi Solutions Inc. Common Stock,XNAS,35.94,2026-03-24,5084371,135206886,price_20_40,adv_100m_plus,0.7097,0.057399,0.7568,True,
EGO,Eldorado Gold Corporation,XNYS,33.18,2026-03-24,2493690,102433408,price_20_40,adv_100m_plus,0.8548,0.045743,0.7564,True,
TECK,Teck Resources Limited,XNYS,48.56,2026-03-24,4544275,240976401,price_40_80,adv_100m_plus,0.871,0.03485,0.7563,True,
DCH,Dauch Corporation,XNYS,5.75,2026-03-24,8004226,55260643,price_5_10,adv_50m_100m,0.8438,0.059095,0.756,True,
GLSI,"Greenwich LifeSciences, Inc.",XNAS,25.68,2026-03-24,485213,12093970,price_20_40,adv_5m_20m,0.8548,0.131146,0.7559,True,
KVYO,"Klaviyo, Inc.",XNYS,18.01,2026-03-24,4163774,90259047,price_10_20,adv_50m_100m,0.7258,0.062982,0.7558,True,
QS,QuantumScape Corporation Class A Common Stock,XNAS,6.81,2026-03-24,13643750,120350642,price_5_10,adv_100m_plus,0.7581,0.053058,0.7541,True,
AVGO,Broadcom Inc. Common Stock,XNAS,318.29,2026-03-24,26222003,8692794845,price_200_500,adv_100m_plus,0.6774,0.037464,0.7536,True,
HUN,Huntsman Corporation,XNYS,11.41,2026-03-24,6385082,76867714,price_10_20,adv_50m_100m,0.7742,0.059531,0.7536,True,
LSCC,Lattice Semiconductor Corp,XNAS,98.47,2026-03-24,1906072,170156401,price_80_200,adv_100m_plus,0.7742,0.045611,0.7535,True,
ZETA,Zeta Global Holdings Corp.,XNYS,16.15,2026-03-24,8746301,166267404,price_10_20,adv_100m_plus,0.6774,0.056618,0.7528,True,
WRBY,Warby Parker Inc.,XNYS,23.06,2026-03-24,3408757,85002455,price_20_40,adv_50m_100m,0.7097,0.065496,0.7525,True,
EVMN,"Evommune, Inc.",XNYS,21.02,2026-03-24,611112,15673697,price_20_40,adv_5m_20m,0.8387,0.103579,0.7518,True,
RIG,Transocean LTD.,XNYS,6.63,2026-03-24,44727495,249166524,price_5_10,adv_100m_plus,0.6613,0.050682,0.7514,True,
CCL,Carnival Corporation,XNYS,25.47,2026-03-24,22801628,665926933,price_20_40,adv_100m_plus,0.7097,0.037901,0.7511,True,
FORM,FormFactor Inc.,XNAS,105.53,2026-03-24,1384225,116312743,price_80_200,adv_100m_plus,0.7258,0.056238,0.7502,True,
SPOT,Spotify Technology S.A.,XNYS,484.85,2026-03-24,2819225,1398048973,price_200_500,adv_100m_plus,0.6613,0.039328,0.7496,True,
ERO,Ero Copper Corp.,XNYS,24.7,2026-03-24,1796270,55786311,price_20_40,adv_50m_100m,0.871,0.054534,0.7495,True,
AAL,American Airlines Group Inc.,XNAS,10.71,2026-03-24,65322154,870827534,price_10_20,adv_100m_plus,0.6613,0.040526,0.7491,True,
PDYN,Palladyne AI Corp. Common Stock,XNAS,6.49,2026-03-24,4385109,32445844,price_5_10,adv_20m_50m,0.7258,0.096237,0.7491,True,
BLSH,Bullish,XNYS,37.37,2026-03-24,1906519,65335457,price_20_40,adv_50m_100m,0.8065,0.057319,0.7486,True,
VSCO,Victorias Secret & Co.,XNYS,43.54,2026-03-24,2201923,121694754,price_40_80,adv_100m_plus,0.7258,0.054582,0.7486,True,
COMP,"Compass, Inc.",XNYS,8.1,2026-03-24,19870665,220562952,price_5_10,adv_100m_plus,0.6452,0.053815,0.7485,True,
IE,Ivanhoe Electric Inc.,XASE,11.09,2026-03-24,1980387,31492066,price_10_20,adv_20m_50m,0.871,0.068189,0.7485,True,
GPGI,"GPGI, Inc.",XNYS,18.42,2026-03-24,4242703,85591047,price_10_20,adv_50m_100m,0.7805,0.053744,0.7472,True,
STUB,"StubHub Holdings, Inc.",XNYS,6.59,2026-03-24,3954030,41100241,price_5_10,adv_20m_50m,0.7419,0.078902,0.7464,True,
PLTS,Platinum Analytics Cayman Limited Class A Ordinary Shares,XNAS,17.5,2025-10-03,1545004,17469555,price_10_20,adv_5m_20m,0.7,0.278785,0.7463,True,
RIVN,"Rivian Automotive, Inc. Class A Common Stock",XNAS,16.1,2026-03-24,31081949,520200674,price_10_20,adv_100m_plus,0.5806,0.051928,0.7462,True,
ELF,"e.l.f. Beauty, Inc.",XNYS,67.56,2026-03-24,2109725,172313415,price_40_80,adv_100m_plus,0.6613,0.055231,0.7459,True,
MDB,"MongoDB, Inc. Class A",XNAS,253.76,2026-03-24,1849249,615646765,price_200_500,adv_100m_plus,0.5645,0.052412,0.7458,True,
WOLF,"Wolfspeed, Inc.",XNYS,16.67,2026-03-24,1573965,28215435,price_10_20,adv_20m_50m,0.7903,0.083682,0.7453,True,
ARES,Ares Management Corporation Class A Common Stock,XNYS,106.04,2026-03-24,3641743,465758181,price_80_200,adv_100m_plus,0.6613,0.043107,0.7453,True,
TWLO,Twilio Inc.,XNYS,122.79,2026-03-24,2354562,288529433,price_80_200,adv_100m_plus,0.6935,0.043816,0.7453,True,
PRAX,"Praxis Precision Medicines, Inc. Common Stock",XNAS,294.65,2026-03-24,504014,154556500,price_200_500,adv_100m_plus,0.6613,0.0567,0.7446,True,
Q,"Qnity Electronics, Inc.",XNYS,118.34,2026-03-24,2414838,255766321,price_80_200,adv_100m_plus,0.6613,0.048093,0.7446,True,
CAVA,"CAVA Group, Inc.",XNYS,84.43,2026-03-24,3665674,263578098,price_80_200,adv_100m_plus,0.6613,0.047424,0.7438,True,
NVMI,Nova Ltd. Ordinary Shares,XNAS,485.43,2026-03-24,384573,166978226,price_200_500,adv_100m_plus,0.7742,0.04311,0.7423,True,
OPTX,"Syntec Optics Holdings, Inc. Class A Common Stock",XNAS,7.64,2026-03-24,2831566,10520254,price_5_10,adv_5m_20m,0.8065,0.167781,0.7422,True,
SYM,Symbotic Inc. Class A Common Stock,XNAS,53.01,2026-03-24,1752434,101539370,price_40_80,adv_100m_plus,0.7097,0.057045,0.7421,True,
ORLA,Orla Mining Ltd.,XASE,14.31,2026-03-24,2248173,37042741,price_10_20,adv_20m_50m,0.9032,0.059377,0.7419,True,
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",XNAS,392.99,2026-03-24,3660790,1529648351,price_200_500,adv_100m_plus,0.6129,0.041698,0.7418,True,
SBET,"Sharplink, Inc. Common Stock",XNAS,7.17,2026-03-24,6995090,58454692,price_5_10,adv_50m_100m,0.7903,0.059512,0.7414,True,
GSIT,GSI Technology,XNAS,5.96,2026-03-24,1595735,11844455,price_5_10,adv_5m_20m,0.871,0.103636,0.741,True,
FNV,Franco-Nevada Corporation,XNYS,230.71,2026-03-24,884816,217220455,price_200_500,adv_100m_plus,0.8065,0.036642,0.7401,True,
FND,"Floor & Decor Holdings, Inc.",XNYS,51.42,2026-03-24,2469740,163286985,price_40_80,adv_100m_plus,0.7419,0.045916,0.7398,True,
FLUT,Flutter Entertainment plc,XNYS,107.83,2026-03-24,3823336,547465646,price_80_200,adv_100m_plus,0.6613,0.040751,0.7398,True,
SKYT,"SkyWater Technology, Inc. Common Stock",XNAS,29.2,2026-03-24,2075267,60995217,price_20_40,adv_50m_100m,0.7581,0.062324,0.7396,True,
CAMT,Camtek Ltd,XNAS,179.3,2026-03-24,514399,76618008,price_80_200,adv_50m_100m,0.7742,0.054247,0.739,True,
IOT,Samsara Inc.,XNYS,32.09,2026-03-24,8230555,251847763,price_20_40,adv_100m_plus,0.629,0.050196,0.739,True,
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,XNAS,11.25,2026-03-24,3920036,64062648,price_10_20,adv_50m_100m,0.7581,0.060423,0.7388,True,
BETA,"Beta Technologies, Inc.",XNYS,14.7,2026-03-24,1287744,25458391,price_10_20,adv_20m_50m,0.8065,0.079053,0.7382,True,
MUX,McEwen Inc.,XNYS,18.94,2026-03-24,1295563,30676620,price_10_20,adv_20m_50m,0.9032,0.062197,0.7378,True,
AMCI,AMC Robotics Corporation Common Stock,XNAS,6.08,2026-03-24,978002,8504091,price_5_10,adv_5m_20m,0.871,0.137738,0.7376,True,
RCL,Royal Caribbean Group,XNYS,273.39,2026-03-24,2431476,728540879,price_200_500,adv_100m_plus,0.6452,0.03962,0.7372,True,
NXE,NexGen Energy Ltd.,XNYS,11.63,2026-03-24,8924772,105133741,price_10_20,adv_100m_plus,0.7097,0.054578,0.737,True,
LWLG,"Lightwave Logic, Inc. Common Stock",XNAS,7.35,2026-03-24,3155937,16829432,price_5_10,adv_5m_20m,0.7903,0.099467,0.7366,True,
NTLA,"Intellia Therapeutics, Inc",XNAS,12.81,2026-03-24,4685012,59746755,price_10_20,adv_50m_100m,0.6935,0.070031,0.7365,True,
SA,"Seabridge Gold, Inc.",XNYS,25.94,2026-03-24,1203710,37991488,price_20_40,adv_20m_50m,0.871,0.05825,0.7362,True,
CSGP,CoStar Group Inc,XNAS,41.46,2026-03-24,6648930,356902004,price_40_80,adv_100m_plus,0.6452,0.044162,0.736,True,
SUNB,"Sunbelt Rentals Holdings, Inc.",XNYS,69.61,2026-03-24,6831095,480109378,price_40_80,adv_100m_plus,0.625,0.044243,0.736,True,
DASH,"DoorDash, Inc. Class A Common Stock",XNAS,154.73,2026-03-24,4814803,901031527,price_80_200,adv_100m_plus,0.629,0.040076,0.7358,True,
CRS,Carpenter Technology Corp,XNYS,399.47,2026-03-24,801294,283550960,price_200_500,adv_100m_plus,0.6613,0.044053,0.7343,True,
ON,ON Semiconductor Corp,XNAS,62.34,2026-03-24,8345459,523268595,price_40_80,adv_100m_plus,0.6935,0.036806,0.7342,True,
STRL,"Sterling Infrastructure, Inc. Common Stock",XNAS,446.16,2026-03-24,492972,189889449,price_200_500,adv_100m_plus,0.6129,0.055691,0.7339,True,
QURE,uniQure N.V.,XNAS,15.18,2026-03-24,3252479,58820907,price_10_20,adv_50m_100m,0.5968,0.091203,0.7335,True,
SEZL,Sezzle Inc. Common Stock,XNAS,74.6,2026-03-24,770734,53785107,price_40_80,adv_50m_100m,0.7258,0.06739,0.7335,True,
NPT,Texxon Holding Limited Ordinary shares,XNAS,7.4,2026-03-24,944581,7961380,price_5_10,adv_5m_20m,0.8387,0.170558,0.7334,True,
TOST,"Toast, Inc.",XNYS,26.61,2026-03-24,11105866,332039753,price_20_40,adv_100m_plus,0.6452,0.043925,0.7333,True,
RBRK,"Rubrik, Inc.",XNYS,48.07,2026-03-24,3881018,224912901,price_40_80,adv_100m_plus,0.629,0.050044,0.7331,True,
AUGO,Aura Minerals Inc. Common Shares,XNAS,66.42,2026-03-24,949440,64878823,price_40_80,adv_50m_100m,0.7742,0.055577,0.7322,True,
VST,Vistra Corp.,XNYS,152.72,2026-03-24,5351887,865907986,price_80_200,adv_100m_plus,0.5806,0.044259,0.7317,True,
SAIA,"Saia, Inc.",XNAS,330.26,2026-03-24,542107,198080023,price_200_500,adv_100m_plus,0.6935,0.044711,0.7317,True,
PCT,"PureCycle Technologies, Inc. Common stock",XNAS,5.29,2026-03-24,4530703,37528589,price_5_10,adv_20m_50m,0.7581,0.07154,0.7308,True,
ALMS,Alumis Inc. Common Stock,XNAS,23.07,2026-03-24,2903297,60090743,price_20_40,adv_50m_100m,0.6452,0.075936,0.7308,True,
BTGO,"BitGo Holdings, Inc.",XNYS,9.7,2026-03-24,1396525,19476746,price_5_10,adv_5m_20m,0.7619,0.093463,0.7305,True,
ARTL,"Artelo Biosciences, Inc. Common Stock",XNAS,5.79,2026-03-24,1186068,8692958,price_5_10,adv_5m_20m,0.8548,0.123486,0.7305,True,
TTD,"The Trade Desk, Inc.",XNAS,22.34,2026-03-24,17131584,493025150,price_20_40,adv_100m_plus,0.5806,0.047339,0.7305,True,
LYB,LyondellBasell Industries N.V. Class A,XNYS,76.01,2026-03-24,7593753,445448779,price_40_80,adv_100m_plus,0.629,0.042679,0.7302,True,
WIX,WIX.com Ltd.,XNAS,88.1,2026-03-24,2221399,183812405,price_80_200,adv_100m_plus,0.6452,0.050136,0.7299,True,
OLN,Olin Corp.,XNYS,27.59,2026-03-24,3116898,74166748,price_20_40,adv_50m_100m,0.7258,0.057358,0.7293,True,
JBL,Jabil Inc.,XNYS,277.38,2026-03-24,1164916,291258291,price_200_500,adv_100m_plus,0.6774,0.040836,0.7283,True,
KMX,CarMax Inc.,XNYS,42.1,2026-03-24,3408190,147918777,price_40_80,adv_100m_plus,0.7581,0.04229,0.7282,True,
PVLA,"Palvella Therapeutics, Inc. Common Stock",XNAS,116.23,2026-03-24,305135,32578281,price_80_200,adv_20m_50m,0.7419,0.077931,0.7281,True,
AAP,ADVANCE AUTO PARTS INC,XNYS,50.9,2026-03-24,1977808,96835077,price_40_80,adv_50m_100m,0.7419,0.048986,0.7274,True,
TWST,Twist Bioscience Corporation Common Stock,XNAS,47.49,2026-03-24,1276221,56302541,price_40_80,adv_50m_100m,0.7581,0.058935,0.7268,True,
GTLB,GitLab Inc. Class A Common Stock,XNAS,20.66,2026-03-24,5861445,173478462,price_20_40,adv_100m_plus,0.6452,0.050125,0.7268,True,
DAL,"Delta Air Lines, Inc.",XNYS,66.65,2026-03-24,10156404,673891299,price_40_80,adv_100m_plus,0.6774,0.034729,0.7265,True,
AI,"C3.ai, Inc.",XNYS,8.29,2026-03-24,6796716,75228983,price_5_10,adv_50m_100m,0.7419,0.054288,0.7264,True,
QXO,"QXO, Inc.",XNYS,20.19,2026-03-24,7948117,183331157,price_20_40,adv_100m_plus,0.6613,0.047325,0.7259,True,
BBIO,"BridgeBio Pharma, Inc. Common Stock",XNAS,68.53,2026-03-24,2796709,203056687,price_40_80,adv_100m_plus,0.6613,0.045598,0.7252,True,
ZS,"Zscaler, Inc. Common Stock",XNAS,139.41,2026-03-24,2503637,438695035,price_80_200,adv_100m_plus,0.6129,0.043119,0.725,True,
TSLA,"Tesla, Inc. Common Stock",XNAS,383.03,2026-03-24,61344847,25870883678,price_200_500,adv_100m_plus,0.6935,0.030486,0.7247,True,
NXPI,NXP Semiconductors N.V.,XNAS,196.4,2026-03-24,2766648,619553629,price_80_200,adv_100m_plus,0.7097,0.032519,0.7245,True,
GH,"Guardant Health, Inc. Common Stock",XNAS,83.59,2026-03-24,1901277,193574879,price_80_200,adv_100m_plus,0.629,0.04963,0.7245,True,
BROS,Dutch Bros Inc.,XNYS,52.67,2026-03-24,4790406,263227244,price_40_80,adv_100m_plus,0.6129,0.046835,0.7237,True,
CC,The Chemours Company,XNYS,20.37,2026-03-24,3433508,58421801,price_20_40,adv_50m_100m,0.7258,0.061351,0.7236,True,
BHVN,Biohaven Ltd.,XNYS,8.39,2026-03-24,2719715,30359369,price_5_10,adv_20m_50m,0.7419,0.077623,0.7234,True,
TROX,TRONOX LIMITED CL A ORDINARY SHARES,XNYS,8.46,2026-03-24,3900246,25793395,price_5_10,adv_20m_50m,0.7903,0.073543,0.7233,True,
DMRA,"Damora Therapeutics, Inc. Common Stock",XNAS,23.92,2026-03-24,377863,8453108,price_20_40,adv_5m_20m,0.8,0.164408,0.7232,True,
WGS,GeneDx Holdings Corp. Class A Common Stock,XNAS,68.67,2026-03-24,713936,67434370,price_40_80,adv_50m_100m,0.6613,0.065443,0.7231,True,
CRSP,CRISPR Therapeutics AG,XNAS,46.43,2026-03-24,1911329,101921130,price_40_80,adv_100m_plus,0.6935,0.051632,0.723,True,
ARRY,"Array Technologies, Inc. Common Stock",XNAS,7.24,2026-03-24,6339466,58454532,price_5_10,adv_50m_100m,0.6613,0.069634,0.7228,True,
PSIX,"Power Solutions International, Inc. Common Stock",XNAS,59.07,2026-03-24,542000,37623953,price_40_80,adv_20m_50m,0.6935,0.078173,0.7227,True,
MCHP,Microchip Technology Inc,XNAS,65.63,2026-03-24,8832356,639967580,price_40_80,adv_100m_plus,0.6774,0.034108,0.7223,True,
RXO,"RXO, Inc.",XNYS,13.92,2026-03-24,2427834,35011244,price_10_20,adv_20m_50m,0.7742,0.06667,0.7221,True,
GLOB,GLOBANT S.A.,XNYS,43.08,2026-03-24,1407368,78414214,price_40_80,adv_50m_100m,0.7258,0.053409,0.7219,True,
INSP,"Inspire Medical Systems, Inc.",XNYS,52.07,2026-03-24,1259155,92408282,price_40_80,adv_50m_100m,0.6452,0.059359,0.7218,True,
EQPT,EquipmentShare.com Inc Class A Common Stock,XNAS,20.8,2026-03-24,1819466,53769290,price_20_40,adv_50m_100m,0.6098,0.084386,0.7216,True,
NRG,"NRG Energy, Inc.",XNYS,151.13,2026-03-24,2430711,386141301,price_80_200,adv_100m_plus,0.6452,0.039747,0.7213,True,
KOD,Kodiak Sciences Inc Common Stock,XNAS,21.85,2026-03-24,748170,19278793,price_20_40,adv_5m_20m,0.8065,0.078201,0.7213,True,
SM,SM Energy Company,XNYS,30.35,2026-03-24,6620008,146749944,price_20_40,adv_100m_plus,0.6935,0.045434,0.7211,True,
CE,Celanese Corporation Common Stock,XNYS,60.8,2026-03-24,2447319,126458372,price_40_80,adv_100m_plus,0.6452,0.053405,0.7209,True,
BX,Blackstone Inc.,XNYS,107.98,2026-03-24,7705781,959540060,price_80_200,adv_100m_plus,0.629,0.036281,0.7204,True,
HCC,"Warrior Met Coal, Inc.",XNYS,95.58,2026-03-24,920831,82309196,price_80_200,adv_50m_100m,0.7903,0.044821,0.7196,True,
TSSI,"TSS, Inc. Common Stock",XNAS,12.98,2026-03-24,1444147,14991572,price_10_20,adv_5m_20m,0.8065,0.087138,0.7192,True,
VAL,Valaris Limited,XNYS,97.96,2026-03-24,1565332,122803214,price_80_200,adv_100m_plus,0.6774,0.048968,0.7192,True,
GWRE,"GUIDEWIRE SOFTWARE, INC.",XNYS,150.73,2026-03-24,1641430,252100015,price_80_200,adv_100m_plus,0.629,0.044263,0.719,True,
VKTX,"Viking Therapeutics, Inc",XNAS,32.17,2026-03-24,2949375,95027538,price_20_40,adv_50m_100m,0.6613,0.055393,0.7188,True,
CRM,"Salesforce, Inc.",XNYS,183.02,2026-03-24,11941553,2459278124,price_80_200,adv_100m_plus,0.6129,0.0355,0.7187,True,
EAT,"Brinker International, Inc.",XNYS,151.59,2026-03-24,1207290,184414308,price_80_200,adv_100m_plus,0.6935,0.041941,0.7185,True,
MNDY,monday.com Ltd. Ordinary Shares,XNAS,72.37,2026-03-24,2326163,215429864,price_40_80,adv_100m_plus,0.5806,0.052775,0.7183,True,
GOLD,"Gold.com, Inc.",XNYS,43.5,2026-03-24,798455,39600597,price_40_80,adv_20m_50m,0.8065,0.056962,0.7178,True,
DKNG,DraftKings Inc. Class A Common Stock,XNAS,23.31,2026-03-24,14804036,404026705,price_20_40,adv_100m_plus,0.5806,0.045065,0.7176,True,
APO,"Apollo Global Management, Inc.",XNYS,111.25,2026-03-24,4975559,602892871,price_80_200,adv_100m_plus,0.629,0.037064,0.7168,True,
ENVX,Enovix Corporation Common Stock,XNAS,5.04,2026-03-24,6217113,40573061,price_5_10,adv_20m_50m,0.7258,0.066839,0.7165,True,
WYFI,"WhiteFiber, Inc. Ordinary Shares",XNAS,14.14,2026-03-24,902639,16271412,price_10_20,adv_5m_20m,0.7742,0.088234,0.7164,True,
PRIM,Primoris Services Corporation,XNYS,147.06,2026-03-24,790248,113988430,price_80_200,adv_100m_plus,0.7097,0.046358,0.7163,True,
SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",XNAS,6.85,2026-03-24,4641409,37466553,price_5_10,adv_20m_50m,0.7258,0.06957,0.7161,True,
WLK,Westlake Corporation,XNYS,114.09,2026-03-24,1359870,127364072,price_80_200,adv_100m_plus,0.6935,0.045872,0.7158,True,
CHYM,"Chime Financial, Inc. Class A Common Stock",XNAS,18.53,2026-03-24,3961812,90053284,price_10_20,adv_50m_100m,0.6452,0.057154,0.7147,True,
PLAB,Photronics Inc,XNAS,42.52,2026-03-24,1124777,40525262,price_40_80,adv_20m_50m,0.7742,0.059305,0.7145,True,
FLEX,Flex Ltd. Ordinary Shares,XNAS,69.095,2026-03-24,3554608,226078285,price_40_80,adv_100m_plus,0.6129,0.045951,0.714,True,
DPRO,Draganfly Inc. Common Shares,XNAS,6.33,2026-03-24,2128427,16592522,price_5_10,adv_5m_20m,0.7419,0.093693,0.7136,True,
DUOL,"Duolingo, Inc. Class A Common Stock",XNAS,97.68,2026-03-24,2637311,324894969,price_80_200,adv_100m_plus,0.5323,0.051747,0.7133,True,
SKE,Skeena Resources Limited,XNYS,27.51,2026-03-24,1036022,31386371,price_20_40,adv_20m_50m,0.8871,0.0529,0.7129,True,
ACLS,Axcelis Technologies Inc,XNAS,94.39,2026-03-24,750654,65174909,price_80_200,adv_50m_100m,0.7742,0.048125,0.711,True,
BOOT,"Boot Barn Holdings, Inc.",XNYS,157.05,2026-03-24,648840,118767468,price_80_200,adv_100m_plus,0.7258,0.043117,0.711,True,
KSS,Kohls Corporation,XNYS,12.35,2026-03-24,4513088,75652666,price_10_20,adv_50m_100m,0.6774,0.055485,0.7109,True,
AMSC,American Superconductor Corp,XNAS,32.21,2026-03-24,1032852,32162554,price_20_40,adv_20m_50m,0.7581,0.06673,0.7108,True,
ERAS,"Erasca, Inc. Common Stock",XNAS,14.67,2026-03-24,6095297,62353177,price_10_20,adv_50m_100m,0.5323,0.089852,0.7105,True,
LGN,Legence Corp. Class A Common stock,XNAS,53.2,2026-03-24,1010241,49694067,price_40_80,adv_20m_50m,0.7258,0.059409,0.7095,True,
CF,"CF Industries Holding, Inc.",XNYS,126.92,2026-03-24,3799317,405868711,price_80_200,adv_100m_plus,0.6129,0.039509,0.7094,True,
ETSY,"Etsy, Inc.",XNYS,49.46,2026-03-24,3601093,195498452,price_40_80,adv_100m_plus,0.629,0.04496,0.7094,True,
AEO,American Eagle Outfitters,XNYS,16.32,2026-03-24,5862726,135653025,price_10_20,adv_100m_plus,0.6774,0.044754,0.7091,True,
PICS,PicS N.V. Class A Common Shares,XNAS,11.04,2026-03-24,1130056,18373961,price_10_20,adv_5m_20m,0.7027,0.094309,0.7085,True,
EXPE,"Expedia Group, Inc. Common Stock",XNAS,236.99,2026-03-24,2589132,618978264,price_200_500,adv_100m_plus,0.5484,0.042883,0.7082,True,
EL,The Estee Lauder Companies Inc. Class A,XNYS,71.48,2026-03-24,4285708,435070690,price_40_80,adv_100m_plus,0.6129,0.038867,0.7082,True,
CRK,"Comstock Resources, Inc.",XNYS,21.32,2026-03-24,2491773,53597463,price_20_40,adv_50m_100m,0.7742,0.051169,0.708,True,
APA,APA Corporation Common Stock,XNAS,40.8,2026-03-24,7335820,219374862,price_40_80,adv_100m_plus,0.6774,0.038432,0.7078,True,
BWXT,"BWX Technologies, Inc.",XNYS,204.76,2026-03-24,993216,200071724,price_200_500,adv_100m_plus,0.6613,0.041259,0.7074,True,
NVDA,Nvidia Corp,XNAS,175.2,2026-03-24,173889682,32086268024,price_80_200,adv_100m_plus,0.6935,0.027654,0.7072,True,
XP,XP Inc. Class A Common Stock,XNAS,19.22,2026-03-24,6523665,126633618,price_10_20,adv_100m_plus,0.7097,0.042519,0.707,True,
REAL,"The RealReal, Inc. Common Stock",XNAS,8.85,2026-03-24,3180360,41039998,price_5_10,adv_20m_50m,0.7419,0.059881,0.7061,True,
RNG,"RINGCENTRAL, INC.",XNYS,36.71,2026-03-24,2414565,78473381,price_20_40,adv_50m_100m,0.6935,0.050997,0.7059,True,
ALGM,"Allegro MicroSystems, Inc. Common Stock",XNAS,32.58,2026-03-24,2438457,85417887,price_20_40,adv_50m_100m,0.7097,0.047664,0.7058,True,
SANM,Sanmina  Corp,XNAS,134.8,2026-03-24,799190,117825962,price_80_200,adv_100m_plus,0.6129,0.053639,0.7057,True,
SHAK,Shake Shack Inc.,XNYS,90.04,2026-03-24,1513758,138865143,price_80_200,adv_100m_plus,0.6613,0.045039,0.7055,True,
ANF,Abercrombie & Fitch Co.,XNYS,88.84,2026-03-24,1642443,166827090,price_80_200,adv_100m_plus,0.629,0.045973,0.7049,True,
EPAM,"EPAM SYSTEMS, INC.",XNYS,133.04,2026-03-24,1123010,184867475,price_80_200,adv_100m_plus,0.6452,0.04276,0.7048,True,
BEAM,Beam Therapeutics Inc. Common Stock,XNAS,23.95,2026-03-24,1810635,51990331,price_20_40,adv_50m_100m,0.6613,0.06473,0.7041,True,
TXG,"10x Genomics, Inc. Class A Common Stock",XNAS,19.81,2026-03-24,2538670,49799204,price_10_20,adv_20m_50m,0.6774,0.062846,0.7034,True,
NVT,nVent Electric plc Ordinary Shares,XNYS,125.61,2026-03-24,2259909,255615698,price_80_200,adv_100m_plus,0.6452,0.03828,0.703,True,
GFS,GlobalFoundries Inc. Ordinary Shares,XNAS,46.08,2026-03-24,4007529,174220465,price_40_80,adv_100m_plus,0.629,0.044531,0.7022,True,
